Ancient Greek Prose Data,,,,,,,,,,,,,,,,,,,,,,,,,
Data: https://github.com/timgianitsos/tesserae/tree/master/texts/grc,,Project: https://www.qcrit.org,Author: Tim Gianitsos (tgianitsos@yahoo.com),Repo (Private): https://github.com/jdexter476/ProseVerseClassification.git,Code commit: 4885e29884e47634bf60aa238a0b62b2166db3a3,Corpus commit: dcfed9d7d6909c46cdfa0d1a9b90e33c1612b944,Note: Frequencies are per-character,,,,,,,,,,,,,,,,,,
isocrates.speeches.part.15.tess,oratory,0.00823295,0.01648256,0.00098229,0.00260558,0.04982227,0.02319212,0.00263055,0.00272665,0.12362031,0.0105555,0.01550026,0.00191464,0.00413729,0.00696763,0.00209778,0,0.00234752,0.00124868,46.2893617,265.181015,0.39646465,3.08515284,0.55808081,32778.7928
isocrates.speeches.part.16.tess,oratory,0.00632719,0.02110751,0.00030371,0.00237902,0.04707431,0.02277789,0.0008605,0.0009314,0.14864865,0.0135655,0.01589391,0,0.00227779,0.00450496,0.00425187,0,0.00182223,0.00303705,54.6296296,266.972973,0.28571429,3.18918919,0.41269841,28246.5939
isocrates.speeches.part.17.tess,oratory,0.00301646,0.02326984,0.00120658,0.00491252,0.04223046,0.03029389,0.00107731,0.00111895,0.15873016,0.01016978,0.02805309,0.00163751,0.00465397,0.00297337,0.00456778,0.20634921,0.00426614,0.00258554,40.0666667,184.174603,0.31132075,2.01587302,0.35849057,15591.0013
isocrates.speeches.part.18.tess,oratory,0.00784025,0.02115235,0.00089836,0.00457348,0.0399363,0.02290824,0.00187839,0.00191651,0.17886179,0.01029033,0.02417412,0.00081669,0.00632937,0.00408347,0.00465515,0.00813008,0.00453265,0.00147005,46.1875,199.097561,0.25742574,2.37398374,0.36633663,16341.8279
isocrates.speeches.part.19.tess,oratory,0.00447596,0.0302756,0.001207,0.00311808,0.05104607,0.03279018,0.00105613,0.0009969,0.13402062,0.01066184,0.01825588,0.00135788,0.00387246,0.00367129,0.00447596,0.04123711,0.00196138,0.00150875,44.4193548,204.989691,0.29761905,2.35051546,0.35714286,16406.6081
isocrates.speeches.part.2.tess,oratory,0.01090534,0.01301764,0,0.00186668,0.05182493,0.01743872,0.0027509,0.002472,0.02083333,0.01296851,0.0072211,0.00270177,0.00270177,0.01257553,0.00324213,0.01041667,0.00206317,0.00147369,44.3953488,212.052083,0.35106383,2.67708333,0.45744681,14906.9869
isocrates.speeches.part.20.tess,oratory,0.00839234,0.01953842,0.00104904,0.00406504,0.04038815,0.0129819,0.00458956,0.00399064,0.08108108,0.00944138,0.01744034,0.00078678,0.0073433,0.003016,0.00813008,0,0.00196696,0.00078678,58.5555556,206.108108,0.26470588,2.13513514,0.26470588,13420.3126
isocrates.speeches.part.21.tess,oratory,0.00568028,0.01934001,0,0.00324588,0.04611847,0.01555315,0.00162294,0.00174165,0.02272727,0.0156884,0.00662699,0.00162294,0,0.00297539,0.00743846,0,0.00162294,0.00730322,35.4210526,168.045455,0.25581395,2.84090909,0.37209302,8885.1343
isocrates.speeches.part.3.tess,oratory,0.0083616,0.01830086,0.00086771,0.00248482,0.05308827,0.01873472,0.00189319,0.00184949,0.05217391,0.01025479,0.01372564,0.00130157,0.00824328,0.00773054,0.00102548,0,0.00272146,0.00189319,41.3488372,220.469565,0.26605505,2.55652174,0.3853211,17838.5099
isocrates.speeches.part.4.tess,oratory,0.00634542,0.01748008,0.0006171,0.00154275,0.04613506,0.01974726,0.00199887,0.00186765,0.19047619,0.01244936,0.01236887,0.00104639,0.00352821,0.00658689,0.00280379,0,0.00189155,0.00273671,50.3382353,273.047619,0.36199095,3.1025641,0.51131222,34847.1076
isocrates.speeches.part.5.tess,oratory,0.00889818,0.01882436,0.00070781,0.00278068,0.04550204,0.0252115,0.00230881,0.00233997,0.1025641,0.01051603,0.01600998,0.00153359,0.00296606,0.00492096,0.00188749,0.00854701,0.0019212,0.00121339,45,253.581197,0.43062201,3.26068376,0.60287081,35486.7049
isocrates.speeches.part.6.tess,oratory,0.00800449,0.01647709,0.00098301,0.00318307,0.0448907,0.01708562,0.00196602,0.00210465,0.14201183,0.01076628,0.02211768,0.00081917,0.00458737,0.00667041,0.00278519,0,0.00238731,0.00294902,45.8333333,252.816568,0.42068966,2.91715976,0.66896552,25785.8658
isocrates.speeches.part.7.tess,oratory,0.00423756,0.0142306,0.00101195,0.0016128,0.0524951,0.0229587,0.00180254,0.00174999,0.07258065,0.01151097,0.01081526,0.0010752,0.00278287,0.00730504,0.00265638,0,0.00132819,0.0022769,53.5116279,255.016129,0.26086957,2.83870968,0.34782609,19459.0643
isocrates.speeches.part.8.tess,oratory,0.00785058,0.01643145,0.00080332,0.00222737,0.04858233,0.01971774,0.00202655,0.00193898,0.15422886,0.0119767,0.01582897,0.00083983,0.00536761,0.00759498,0.00295766,0.00497512,0.00197177,0.00208132,42.6017699,272.502488,0.42011834,3.19900498,0.57988166,41853.2649
isocrates.speeches.part.9.tess,oratory,0.0096603,0.01852617,0.00206552,0.00285996,0.05214656,0.0261845,0.00193842,0.00191186,0.06363636,0.01232959,0.00333662,0.00162064,0.0023833,0.00759478,0.00282818,0.01818182,0.00057199,0.00305062,49.8913043,286.081818,0.33009709,3.38181818,0.4368932,45164.766
lucian.abdicatus.tess,oratory,0.00288646,0.01038497,0.00175697,0.00313745,0.07238101,0.02327989,0.00229034,0.00213258,0.19021739,0.00828287,0.01207919,0.00069024,0.00250996,0.0030747,0.00260408,0.08695652,0.0032002,0.00018825,50.3846154,173.222826,0.18918919,1.76086957,0.22297297,13651.3362
lucian.adversus_indoctum_et_libros_multos_ementem.tess,miscellaneous,0.00387409,0.0216707,0.00092817,0.0039548,0.06719128,0.02643261,0.00399516,0.00342017,0.35664336,0.0079096,0.01291364,0.00157385,0.00254237,0.00294592,0.00282486,0.02097902,0.00423729,0.00072639,51.4090909,173.286713,0.15555556,1.78472222,0.16666667,18276.9877
lucian.alexander.tess,miscellaneous,0.00425523,0.02345617,0.00048212,0.00207521,0.06382845,0.01748208,0.00415042,0.00419713,0.04583333,0.00469543,0.00609986,0.00010481,0.00090135,0.00687545,0.00165598,0.025,0.00396177,0.00025154,39.7105263,198.775,0.15315315,1.53333333,0.17117117,19913.5077
lucian.anacharsis.tess,miscellaneous,0.00351853,0.02182441,0.00133134,0.00242493,0.06699475,0.0182821,0.00320947,0.00328394,0.11057692,0.00389891,0.01642774,0.00213965,0.00021396,0.00392269,0.00225852,0.22596154,0.00506383,0.00114115,55.2727273,202.225962,0.22282609,1.83173077,0.2826087,14576.8576
lucian.apologia.tess,miscellaneous,0.00789397,0.01535342,0.00137601,0.00412804,0.0585168,0.01890209,0.00441773,0.00434057,0.17777778,0.00811124,0.01680185,0.00086906,0.00637312,0.00716976,0.00253476,0.11111111,0.00391078,0,61.4285714,306.844444,0.2972973,2.88888889,0.35135135,33333.0202
lucian.bacchus.tess,oratory,0.00187943,0.03209484,0.00231314,0.00274686,0.05710568,0.01301142,0.00419257,0.00441535,0.04347826,0.00867428,0.00737314,0,0.00130114,0.00722857,0.00592743,0,0.00260228,0.00173486,33.2222222,300.73913,0.33333333,2.47826087,0.42857143,43310.2798
lucian.bis_accusatus_sive_tribunalia.tess,miscellaneous,0.0029313,0.02097213,0.00130576,0.00245163,0.0581197,0.02014603,0.00229174,0.00237325,0.14234875,0.00692853,0.01825401,0.00090604,0.00282471,0.00173213,0.00255823,0.16370107,0.00223845,0.00223845,53.2826087,133.544484,0.13135593,1.13427562,0.16101695,18625.3014
lucian.calumniae_non_temere_credundum.tess,miscellaneous,0.00423985,0.01276616,0.00279551,0.00265573,0.06220007,0.01388436,0.00628989,0.00630899,0.08,0.00615012,0.00181708,0.0005591,0.00223641,0.00410008,0.00293528,0.02,0.00503192,0.0011182,55.9545455,214.63,0.20652174,1.92,0.23913043,16562.5131
lucian.cataplus.tess,miscellaneous,0.00267432,0.0183663,0.00173044,0.00184843,0.05458764,0.01706847,0.00357887,0.00375835,0.26206897,0.00330357,0.02721516,0.00228104,0.00098321,0.00424745,0.00294962,0.19655172,0.00176977,0.00141582,44.4137931,87.6793103,0.0990566,0.77241379,0.0990566,9283.85923
lucian.contemplantes.tess,miscellaneous,0.00336763,0.02521983,0.00127222,0.00194574,0.0554537,0.02675398,0.00344247,0.00350444,0.30275229,0.00568756,0.01597755,0.00153414,0.00063611,0.00463985,0.00310571,0.25688073,0.00336763,0.00067353,39.0606061,122.591743,0.1589404,1.23853211,0.16556291,8329.18654
lucian.de_astrologia.tess,miscellaneous,0.00976366,0.01146842,0,0,0.07865169,0.02045719,0.0006974,0.00056388,0.04285714,0.01053855,0.0051143,0,0,0.00162728,0.00302208,0,0.00046494,0.00046494,58.75,184.357143,0.0625,2.47142857,0.0625,9751.31531
lucian.de_domo.tess,oratory,0.00190597,0.01788681,0.00166162,0.00278565,0.07306226,0.01480794,0.00522921,0.00488855,0.12658228,0.00547356,0.00689082,0.00210146,0.00317662,0.00708631,0.00244355,0.01265823,0.00249242,0.00205259,46.7777778,259.012658,0.07246377,2.37179487,0.08695652,38755.3543
lucian.de_luctu.tess,miscellaneous,0.0012978,0.02067832,0.00051912,0.00294169,0.07016785,0.02517737,0.00285517,0.00345261,0.30645161,0.00692161,0.00960374,0.00224952,0.00069216,0.00285517,0.00302821,0.06451613,0.00155736,0.00103824,46,186.419355,0.13953488,2.14516129,0.1627907,15913.4048
lucian.de_mercede.tess,miscellaneous,0.00762273,0.020575,0.00125276,0.00382198,0.06862579,0.0189188,0.00520214,0.00528881,0.07758621,0.00662477,0.01044675,0.00208086,0.00394938,0.00515967,0.00242059,0.06465517,0.00375828,0.000637,54.3333333,203,0.18181818,2.05172414,0.22009569,20131.681
lucian.de_morte_peregrini.tess,miscellaneous,0.00441727,0.0281292,0.00106015,0.00162556,0.05350201,0.02275779,0.00515938,0.00462524,0.10909091,0.0053714,0.00738568,0.00063609,0.00519471,0.00215563,0.00473532,0.04848485,0.00498268,0.00169623,49.4666667,171.50303,0.20833333,1.46666667,0.20833333,10805.2803
lucian.de_parasito_sive_artem_esse_parasiticam.tess,miscellaneous,0.00799247,0.02018641,0.00115903,0.0043705,0.06637852,0.02438789,0.00490172,0.00467303,0.24011299,0.01043126,0.00758198,0.00140049,0.00415318,0.00456367,0.00260781,0.07344633,0.00188342,0.00246294,41.3111111,116.988701,0.11363636,1.55084746,0.13636364,9526.93208
lucian.de_sacrificiis.tess,miscellaneous,0.00297307,0.0249213,0.0032354,0.00288562,0.07633788,0.01521511,0.00192375,0.00185059,0.14583333,0.01049318,0.00367261,0.00139909,0.00279818,0.00078699,0.00288562,0.02083333,0.00236097,0.00157398,56.1,238.25,0.17073171,2.52083333,0.24390244,24903.5625
lucian.de_saltatione.tess,miscellaneous,0.00436287,0.02166391,0.00092415,0.00169787,0.07554428,0.01912786,0.0024071,0.00225007,0.03255814,0.00524404,0.0064261,0.00038686,0.00249307,0.00698489,0.00283694,0.08372093,0.00335275,0.00154742,49.7857143,216.413953,0.16019417,1.72093023,0.2038835,17278.6426
lucian.de_syria_dea.tess,miscellaneous,0.00820002,0.00862763,0.00032699,0.00083006,0.07935909,0.01926753,0.00090552,0.00091806,0.01980198,0.01066506,0.00782272,0,0.00020123,0.00080491,0.00233927,0.02310231,0.00128283,0,42.9333333,131.207921,0.05067568,1.97029703,0.05067568,5905.70264
lucian.dearum_iudicium.tess,miscellaneous,0.00155827,0.02386615,0.00049209,0.00385467,0.06692364,0.02419421,0.00270647,0.00236523,0.25925926,0.00721726,0.02837694,0.0028705,0.00180431,0.00098417,0.00311654,0.20740741,0.00295251,0.00098417,32,90.3185185,0.04,1.22222222,0.04,6829.00225
lucian.demonax.tess,miscellaneous,0.00172109,0.03351341,0.00023904,0.00215136,0.06157671,0.01266912,0.00406368,0.00305946,0.20560748,0.00611942,0.00683654,0,0.00449395,0.00133862,0.00377683,0.14018692,0.00329875,0.00114739,44.2307692,195.485981,0.12941176,2.1588785,0.15294118,19489.7825
lucian.deorum_consilium.tess,miscellaneous,0.00589176,0.01616026,0.00193586,0.00319838,0.07061695,0.01977948,0.00530258,0.00593531,0.2027027,0.00639677,0.01969531,0.00202003,0,0.00563926,0.00075751,0.35135135,0.00277754,0.00454507,40.0588235,160.554054,0.22033898,1.41891892,0.23728814,28108.0849
lucian.dialogi_deorum.tess,miscellaneous,0.0022211,0.02330065,0.00234683,0.00284972,0.06277764,0.02112145,0.00270304,0.00245681,0.34588235,0.00779482,0.02466264,0.0010896,0.00284972,0.00201157,0.00289163,0.25882353,0.00289163,0.00251446,39.4745763,112.291765,0.12589928,1.16941176,0.15107914,13191.1149
lucian.dialogi_marini.tess,miscellaneous,0.00484576,0.02474097,0.00130008,0.00236379,0.05251546,0.01926486,0.00248198,0.00235544,0.29577465,0.00614585,0.01796478,0.00047276,0.00456999,0.00326991,0.00437301,0.342723,0.00283654,0.00165465,43.76,119.169014,0.15333333,1.15962441,0.15333333,14024.1968
lucian.dialogi_meretricii.tess,miscellaneous,0.00323083,0.0219346,0.00118723,0.00393149,0.05984819,0.02119502,0.00332814,0.00337021,0.31818182,0.0059167,0.02423122,0.00138186,0.00177112,0.00103153,0.00461269,0.27470356,0.00326975,0.00128455,38.3863636,101.541502,0.08430233,1.01778656,0.0872093,9503.92021
lucian.dialogi_mortuorum.tess,miscellaneous,0.00436505,0.01483284,0.00151526,0.00303051,0.05967888,0.02346563,0.00222423,0.00211883,0.27994228,0.00661708,0.02174185,0.0009592,0.00341975,0.00330854,0.00266908,0.28860029,0.00254396,0.00200181,38.6710526,103.802309,0.11445783,1.03318903,0.12449799,8967.84981
lucian.dipsades.tess,oratory,0.00098216,0.01669668,0.00474709,0.0022917,0.06367654,0.01915207,0.00163693,0.00168976,0.0952381,0.00327386,0.00883942,0.00098216,0,0.00638402,0.00294647,0.04761905,0.00343755,0.00098216,40.6,290.904762,0.21052632,2.33333333,0.26315789,56116.4671
lucian.electrum.tess,oratory,0.00512821,0.02661783,0.00586081,0.0017094,0.04713065,0.01904762,0.0031746,0.0029831,0.2,0.0039072,0.02881563,0,0.0021978,0,0.0021978,0.05,0.0043956,0.0043956,43,204.75,0.1875,1.5,0.1875,17034.8875
lucian.eunuchus.tess,miscellaneous,0.00315826,0.02362849,0.00163762,0.00362616,0.06538776,0.030062,0.00561469,0.00567411,0.13636364,0.00655047,0.00526377,0.00140367,0,0.00549772,0.00210551,0.22727273,0.00421102,0.00070184,38.75,194.295455,0.13157895,1.72727273,0.18421053,22720.9354
lucian.fugitivi.tess,miscellaneous,0.0039104,0.02143478,0.00255866,0.00188278,0.06102153,0.02080718,0.00265521,0.0027008,0.16939891,0.0061794,0.01568987,0.00197934,0.00115864,0.00091725,0.00178623,0.19125683,0.00477938,0.00231727,37.48,113.191257,0.15231788,0.98907104,0.1589404,11787.6082
lucian.gallus.tess,miscellaneous,0.00495586,0.01259275,0.00073119,0.00243731,0.05735796,0.02261279,0.00400802,0.00400349,0.26356589,0.00519959,0.02136706,0.00146238,0.00116449,0.0018686,0.00362888,0.24031008,0.00406218,0.00146238,57.46875,143.124031,0.12631579,1.1627907,0.13684211,19515.9769
lucian.harmonides.tess,oratory,0.00441537,0.01880621,0,0.00490597,0.0582175,0.01815209,0.00147179,0.00162514,0.2,0.00719542,0.0212592,0.00196239,0.00278005,0.00376124,0.00261652,0.16,0.00196239,0.00294358,42.75,244.6,0.25,2.44,0.4,20005.12
lucian.hercules.tess,oratory,0,0.01447527,0.00341777,0.00603136,0.05347809,0.01869723,0.00201045,0.00209996,0.04166667,0.00482509,0.01829513,0.0022115,0.00542823,0.00743868,0.00120627,0.125,0.00180941,0.00241255,44,207.25,0.04347826,1.83333333,0.04347826,16515.4375
lucian.hermotimus.tess,miscellaneous,0.00872258,0.02047475,0.00136498,0.0051492,0.05702966,0.02129596,0.00498274,0.0045601,0.30357143,0.00426141,0.0163576,0.00097657,0.00213071,0.00275216,0.00213071,0.2125,0.00459433,0.00106535,37.1269841,160.9125,0.21794872,1.76964286,0.26410256,24590.3441
lucian.herodotus.tess,oratory,0.00671801,0.02736359,0,0.00147468,0.06046207,0.01966246,0.00311322,0.0023846,0.10526316,0.00655415,0.01196133,0.00098312,0.00557103,0.00458791,0.00081927,0,0.00294937,0.00196625,48.5714286,321.210526,0.29411765,3.10526316,0.35294118,27351.5346
lucian.hesiod.tess,miscellaneous,0.00791512,0.01751431,0.00202088,0.0023577,0.07965645,0.02846076,0.00421017,0.00374979,0.06666667,0.00943078,0.02239811,0.00202088,0,0.00572583,0.00202088,0.26666667,0.00303132,0.00202088,55.7272727,395.866667,0.57142857,4.86666667,0.78571429,66935.3156
lucian.hippias.tess,oratory,0.00420357,0.01696442,0.0027023,0.00045038,0.06515538,0.01951659,0.00150128,0.00160385,0.11764706,0.00960817,0.0060051,0,0,0.01906621,0.00090077,0,0.00225191,0,56,195.911765,0.27586207,2.29411765,0.27586207,17757.7275
lucian.icaromenippus.tess,miscellaneous,0.00342874,0.01551649,0.0022374,0.00302194,0.05898591,0.01508063,0.00392271,0.00389156,0.12280702,0.00755485,0.01319192,0.00156908,0.00331251,0.00523028,0.00252797,0.12280702,0.00226645,0.00174343,51.0294118,201.25731,0.19444444,2.23391813,0.19444444,23126.8695
lucian.imagines.tess,miscellaneous,0.00445594,0.02568157,0.00081453,0.00364142,0.07038474,0.02841263,0.00555795,0.00567823,0.18320611,0.00479134,0.00804945,0.00114992,0.00076661,0.00795362,0.00210819,0.21374046,0.00488716,0.00172488,39.85,159.320611,0.14018692,1.55725191,0.14953271,17583.7293
lucian.iudicium_vocalium.tess,oratory,0.00375033,0.01580498,0.00107152,0.00120546,0.06348781,0.01955532,0.00281275,0.00290698,0.16129032,0.00642915,0.01768015,0,0.00120546,0.00160729,0.00080364,0.12903226,0.00361639,0.00160729,33,240.83871,0.30769231,2.35483871,0.57692308,30255.8772
lucian.iuppiter_confuatus.tess,miscellaneous,0.00153139,0.01921203,0,0.0055687,0.06153418,0.02735626,0.0047334,0.00445157,0.31858407,0.00640401,0.02819156,0.00118335,0.00118335,0.00334122,0.00146178,0.20353982,0.00355005,0.00167061,49.3076923,127.132743,0.12987013,1.37168142,0.14285714,15414.5045
lucian.iuppiter_tragoedus.tess,miscellaneous,0.00582129,0.01685603,0.00180016,0.00413803,0.05751157,0.01973161,0.00245476,0.00248973,0.3089172,0.00654603,0.01879647,0.00119231,0.00156637,0.00287558,0.00222098,0.32484076,0.00413803,0.00322626,39.2894737,136.22293,0.14018692,1.25477707,0.14953271,17844.0777
lucian.lexiphanes.tess,miscellaneous,0.00534988,0.01530066,0.00155147,0.00176546,0.07527284,0.01016478,0.00331693,0.0034272,0.08661417,0.00577787,0.02129253,0.00064199,0.00224695,0.00278194,0.00069548,0.13385827,0.00401241,0.00096298,37.4137931,147.181102,0.21238938,1.77165354,0.23893805,15402.479
lucian.marcrobii.tess,oratory,0.00392688,0.00717671,0,0.00020311,0.0647935,0.01198375,0.00196344,0.00199945,0.01298701,0.00758294,0.00555179,0.00040623,0.00494245,0.011239,0.00115098,0,0.00365606,0.00040623,62.8823529,191.818182,0.18666667,1.85714286,0.21333333,14722.5124
lucian.muscae_encomium.tess,oratory,0.00529716,0.03901809,0.00077519,0.00142119,0.08049096,0.00826873,0.00271318,0.00271318,0,0.00516796,0.00193798,0,0.00103359,0.01033592,0.00103359,0,0.00426357,0.00077519,56.4,221.142857,0.22857143,2.2,0.28571429,21206.2367
lucian.navigium.tess,miscellaneous,0.00410619,0.01197639,0.00151131,0.00382104,0.0605378,0.01431464,0.00296558,0.00315167,0.20588235,0.00490462,0.02207077,0.00099803,0.00119764,0.0031937,0.00410619,0.25980392,0.0029941,0.00119764,49.7857143,171.906863,0.14814815,1.38235294,0.16049383,25012.2609
lucian.necyomantia.tess,miscellaneous,0.00476561,0.01901663,0.00219951,0.0019704,0.06726848,0.01649636,0.00435321,0.00419629,0.15555556,0.00623196,0.01017275,0.00132887,0.00329927,0.00229116,0.00481144,0.08148148,0.0013747,0.00082482,57.5333333,161.651852,0.11504425,1.82962963,0.13274336,14316.6121
lucian.nigrinus.tess,miscellaneous,0.00265977,0.02423347,0.00051718,0.00199483,0.0691171,0.02393794,0.00284448,0.00276186,0.16666667,0.00738825,0.00827484,0.00114518,0.00387883,0.0029553,0.00280754,0.05,0.00365719,0.00132989,48.1481481,225.583333,0.23,2.74166667,0.26,37646.3097
lucian.patriae_encomium.tess,oratory,0.01149968,0.01118463,0,0.00283554,0.05387524,0.0094518,0.00346566,0.00322373,0.07142857,0.00756144,0.00189036,0,0,0.00393825,0.00283554,0,0.0047259,0.00189036,34.375,226.714286,0.23076923,2.35714286,0.30769231,12402.4898
lucian.phalaris.tess,oratory,0.00491337,0.01991208,0.00124127,0.00532713,0.06733902,0.01706749,0.00372382,0.0032147,0.19512195,0.00786139,0.02322214,0.00248254,0.00424101,0.00444789,0.00299974,0.12195122,0.00279286,0,48.826087,235.792683,0.25757576,2.2195122,0.3030303,24444.7497
lucian.philopseudes.tess,miscellaneous,0.0047647,0.02037824,0.00166154,0.00317646,0.05199629,0.01632214,0.00383619,0.00405387,0.0944206,0.00527782,0.01896105,0.00129502,0.00063529,0.00364072,0.00434931,0.15021459,0.00307873,0.00102624,40.0571429,175.648069,0.29411765,1.80257511,0.3368984,13096.7173
lucian.piscator.tess,miscellaneous,0.00348692,0.0215227,0.00088977,0.0026212,0.06370239,0.02111389,0.00420835,0.00394744,0.22811671,0.0042324,0.02652462,0.00079357,0.00242882,0.0052424,0.00170739,0.20159151,0.0031743,0.00202001,49.3043478,110.302387,0.11724138,1.10344828,0.14137931,12624.5505
lucian.pro_imaginibus.tess,miscellaneous,0.00426467,0.02843112,0.0021108,0.00521237,0.05948996,0.02287413,0.00499698,0.00464375,0.07913669,0.00551391,0.01598174,0.00301542,0.0034462,0.00137848,0.00198156,0.09352518,0.00413544,0.00310158,50.1111111,167.007194,0.136,1.71942446,0.144,12467.5179
